Product link,Product Category,Tags (seprated by comma)
https://hellofriendbooks.com/product/hello-friend-books-3d-model-activity-set-space-adventure-create-your-own-space-model-with-stickers-and-colouring-sheets/,Books,"children-books, books, 1-3-years, 4-7-years, 8+-years, gender-neutral, interactive-books, creative-books, puzzle-books, 3d-model-books, girls, boys"
https://hellofriendbooks.com/product/hello-friend-books-my-first-wipe-and-clean-board-book-of-numbers-includes-wipe-and-clean-pen-to-write-learn-clean-and-write-again/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, write-and-wipe-books, learning-books"
https://hellofriendbooks.com/product/hello-friend-books-my-first-xylophone-sound-book-for-kids-sing-read-and-play-with-xylophone-sound-story-board-book/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, interactive-books, creative-books, hard-cut, story-books, music-books, audio-books, sound-books"
https://hellofriendbooks.com/product/hello-friend-books-my-padded-puzzle-board-book-amazing-animals-9x6-jigsaw-puzzle-pieces-for-perception-and-learning/,Books,"children-books, books, 1-3-years, 4-7-years, 8+-years, gender-neutral, interactive-books, creative-books, puzzle-books"
https://hellofriendbooks.com/product/hello-friend-books-my-shaped-story-book-alladin-shaped-story-board-book-for-kids/,Books,"children-books, books, 4-7-years, 8+-years, gender-neutral, stories, interactive-books, creative-books, hard-board-cut-book, story-books"
https://hellofriendbooks.com/product/hello-friend-books-cloth-heigh-chart-explore-farm-hangable-height-chart-with-stories-for-children/,Books,"children-books, books, 1-3-years, 4-7-years, 8+-years, gender-neutral, stories, interactive-books, creative-books, story-books, cloth-book, waterproof, height-chart, girls, boys"
https://hellofriendbooks.com/product/hello-friend-books-the-race-car-champion-sound-book-for-kids-toddlers-musical-sound-book-with-6-interactive-sounds-and-steering-wheel/,Books,"children-books, books, 1-3-years, 4-7-years, boys, gender-neutral, interactive-books, creative-books, hard-cut, story-books, music-books, audio-books, sound-books, book-with-phone"
https://hellofriendbooks.com/product/hello-friend-books-die-cut-board-book-my-first-colours-shaped-board-book-with-vibrant-illustrations-for-kids/,Books,"children-books, books, 4-7-years, gender-neutral, books, hard-board-cut-book, learning-books, educational-books, colours"
https://hellofriendbooks.com/product/hello-friend-books-die-cut-board-book-my-first-alphabets-shaped-board-book-with-vibrant-illustrations-for-kids/,Books,"children-books, books, 4-7-years, gender-neutral, books, hard-board-cut-book, learning-books, educational-books, alphabet"
https://hellofriendbooks.com/product/hello-friend-books-die-cut-board-book-my-first-numbers-shaped-board-book-with-vibrant-illustrations-for-kids/,Books,"children-books, books, 4-7-years, gender-neutral, books, hard-board-cut-book, learning-books, educational-books, numbers"
https://hellofriendbooks.com/product/hello-friend-books-die-cut-board-book-my-first-shapes-shaped-board-book-with-vibrant-illustrations-for-kids/,Books,"children-books, books, 4-7-years, gender-neutral, books, hard-board-cut-book, learning-books, educational-books, shapes"
https://hellofriendbooks.com/product/hello-friend-books-dinosaur-puzzle-book-board-book-with-jigsaw-puzzles-for-kids/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, interactive-books, creative-books, puzzle-books"
https://hellofriendbooks.com/product/hello-friend-books-farm-animals-puzzle-book-board-book-with-jigsaw-puzzles-for-kids/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, interactive-books, creative-books, puzzle-books"
https://hellofriendbooks.com/product/hello-friend-books-fingerprint-painting-activity-book-princess-fun-colouring-and-painting-art-kit-with-thumbrint-pad/,Books,"children-books, books, 1-3-years, 4-7-years, girls, stories, interactive-books, creative-books, activity-books, coloring-book, book-with-colours"
https://hellofriendbooks.com/product/hello-friend-books-unicorn-puzzle-book-board-book-with-jigsaw-puzzles-for-kids/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, interactive-books, creative-books, puzzle-books, girls"
https://hellofriendbooks.com/product/hello-friend-books-wobbly-eyes-story-board-book-winnie-the-butterfly-story-board-book-with-googly-eyes-for-fun-and-interactive-learning-for-kids/,Books,"children-books, books, 1-3-years, 4-7-years, girls, interactive-books, creative-books, puzzle-books, google-eyes-books"
https://hellofriendbooks.com/product/hello-friend-books-wobbly-eyes-story-board-book-pretty-princess-story-board-book-with-googly-eyes-for-fun-and-interactive-learning-for-kids/,Books,"children-books, books, 1-3-years, 4-7-years, girls, interactive-books, creative-books, puzzle-books, google-eyes-books"
https://hellofriendbooks.com/product/hello-friend-books-my-super-365-colouring-book-practice-colouring-drawing-and-painting-every-day-of-the-year-book-1/,Books,"children-books, books, 1-3-years, 4-7-years, girls, boys, gender-neutral, stories, interactive-books, creative-books, activity-books, coloring-book"
https://hellofriendbooks.com/product/hello-friend-books-magnetic-play-book-learn-numbers-magnetic-board-book-with-15-magnet-puzzle-pieces/,Books,"children-books, books, 1-3-years, 4-7-years, girls, boys, gender-neutral, stories, interactive-books, creative-books, activity-books, magnetic-book, learning-books, educational-books, numbers"
https://hellofriendbooks.com/product/hello-friend-books-magnetic-play-book-learn-first-words-magnetic-board-book-with-15-magnet-puzzle-pieces/,Books,"children-books, books, 1-3-years, 4-7-years, girls, boys, gender-neutral, stories, interactive-books, creative-books, activity-books, magnetic-book, learning-books, educational-books, words"
https://hellofriendbooks.com/product/hello-friend-books-ever-enchanted-stories-5-in-1-aesops-fables-a-captivating-compilation-of-timeless-fables-book-1/,Books,"children-books, books, 4-7-years, 8+-years, girls, boys, gender-neutral, stories, interactive-books, creative-books, story-books"
https://hellofriendbooks.com/product/hello-friend-books-ever-enchanted-stories-5-in-1-aesops-fables-a-captivating-compilation-of-timeless-fables-book-2/,Books,"children-books, books, 4-7-years, 8+-years, girls, boys, gender-neutral, stories, interactive-books, creative-books, story-books"
https://hellofriendbooks.com/product/hello-friend-books-i-can-create-clay-models-board-book-use-clay-to-create-fun-and-interactive-clay-models-with-10-clay-colours-and-instructions/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, girls, boys, stories, interactive-books, creative-books, activity-books, learning-books, book-with-clay"
https://hellofriendbooks.com/product/hello-friend-books-my-portable-fashion-sticker-and-colouring-bag-practice-colouring-with-easy-to-handle-and-carry-book-perfect-for-girls-travel-and-gifting/,Books,"children-books, books, 1-3-years, 4-7-years, 8+-years, girls, stories, interactive-books, creative-books, activity-books, coloring-book"
https://hellofriendbooks.com/product/hello-friend-books-princess-colouring-kit-the-ultimate-art-kit-for-kids-includes-stickers-colour-pens-water-colours-sketch-books-and-pencils/,Books,"children-books, books, 1-3-years, 4-7-years, 8+-years, girls, stories, interactive-books, creative-books, activity-books, coloring-book"
https://hellofriendbooks.com/product/hello-friend-books-my-first-jigsaw-puzzle-animals-fun-and-creative-illustrated-4-x-9-puzzle-pieces-for-kids/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, interactive-books, creative-books, puzzle-books, girls, boys"
https://hellofriendbooks.com/product/hello-friend-books-my-first-jigsaw-puzzle-princess-fun-and-creative-illustrated-4-x-9-puzzle-pieces-for-kids/,Books,"children-books, books, 1-3-years, 4-7-years, gender-neutral, interactive-books, creative-books, puzzle-books, girls, boys"
